MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
S,M,78218,0,0,Bachelors,Clerical,0,1,38,1
S,M,80444,0,0,Bachelors,Clerical,0,1,35,1
M,M,30475,2,2,Partial High School,Manual,1,1,57,1
M,M,58691,1,0,Partial College,Skilled Manual,1,1,44,1
M,F,103535,2,1,Bachelors,Management,1,2,44,1
M,M,54188,0,0,High School,Skilled Manual,0,2,30,1
M,F,60117,2,0,Partial High School,Skilled Manual,1,1,55,1
M,F,53939,1,0,Graduate Degree,Skilled Manual,0,2,36,1
S,M,51485,0,0,Bachelors,Skilled Manual,0,0,32,1
M,F,31061,2,1,Partial College,Manual,1,0,44,1
S,F,51703,0,0,Bachelors,Skilled Manual,0,1,33,1
M,F,55027,1,1,Graduate Degree,Skilled Manual,0,1,33,1
M,F,78467,1,0,Partial College,Clerical,1,1,49,1
M,F,29152,2,1,Partial High School,Manual,1,1,54,1
S,F,57811,0,0,Graduate Degree,Skilled Manual,0,2,38,1
S,F,36470,0,0,Partial College,Manual,0,1,42,1
M,F,80789,1,0,High School,Clerical,1,0,47,1
S,M,55092,0,0,Graduate Degree,Skilled Manual,0,2,36,1
M,M,102615,1,1,Bachelors,Management,1,2,45,1
M,F,34896,0,0,Partial High School,Manual,0,0,24,1
M,M,87947,2,0,Bachelors,Clerical,1,3,46,1
S,M,104679,1,0,Bachelors,Management,1,1,59,1
S,M,54077,0,0,Partial College,Skilled Manual,1,1,50,1
M,M,103430,0,0,Bachelors,Management,1,3,32,1
S,F,58333,1,0,Partial College,Skilled Manual,1,1,60,1
S,F,128778,0,0,Graduate Degree,Professional,1,1,38,1
S,F,51513,0,0,Bachelors,Skilled Manual,0,2,46,1
M,F,61590,2,1,High School,Skilled Manual,1,1,53,1
M,F,85099,2,1,Bachelors,Clerical,1,0,41,1
S,M,112993,0,0,Bachelors,Management,0,2,37,1
S,F,31017,0,0,Partial College,Manual,0,1,46,1
M,F,61153,0,0,High School,Skilled Manual,0,1,27,1
M,F,105984,0,0,Graduate Degree,Management,1,1,30,1
M,F,131306,2,1,Bachelors,Professional,1,2,41,1
M,M,53620,2,0,High School,Skilled Manual,1,2,50,1
M,M,79912,1,1,Partial College,Clerical,1,1,47,1
M,F,104723,2,0,Bachelors,Management,1,2,37,1
M,M,53978,1,1,Bachelors,Skilled Manual,1,1,41,1
M,F,59737,2,2,Partial College,Skilled Manual,1,2,49,1
S,M,83103,0,0,Bachelors,Clerical,1,3,46,1
S,M,26193,0,0,Bachelors,Manual,0,1,47,1
S,F,105478,0,0,Partial College,Management,1,3,54,1
M,F,85140,0,0,High School,Clerical,0,1,26,1
S,M,32459,0,0,High School,Manual,0,0,44,1
M,M,53171,2,1,Partial College,Skilled Manual,1,0,48,1
S,M,111051,0,0,Graduate Degree,Management,1,4,39,1
S,M,56434,0,0,High School,Skilled Manual,1,0,54,1
M,F,55524,0,0,Partial High School,Skilled Manual,0,0,31,1
M,M,104548,2,1,Graduate Degree,Management,1,1,50,1
M,M,56314,2,1,High School,Skilled Manual,1,0,50,1
S,M,26105,1,1,Bachelors,Manual,1,1,62,1
S,F,55245,0,0,Graduate Degree,Skilled Manual,0,0,35,1
S,F,131471,0,0,Graduate Degree,Professional,1,2,38,1
M,F,51097,2,0,Bachelors,Skilled Manual,1,2,45,1
M,M,30189,1,1,Bachelors,Manual,0,0,35,1
S,F,55989,0,0,Partial College,Skilled Manual,0,1,25,1
S,F,106441,0,0,Partial College,Management,0,1,32,1
S,F,26491,0,0,Partial College,Manual,0,1,27,1
S,F,111415,1,1,Graduate Degree,Management,1,3,71,1
S,F,51734,0,0,High School,Skilled Manual,1,2,53,1
S,F,50970,0,0,High School,Skilled Manual,0,1,26,1
M,M,27856,2,1,Partial High School,Manual,1,1,47,1
M,M,35177,2,1,Bachelors,Manual,1,1,51,1
S,M,54073,0,0,High School,Skilled Manual,0,0,43,1
S,M,56775,0,0,Bachelors,Skilled Manual,0,2,29,1
M,M,59890,2,1,Partial High School,Skilled Manual,1,1,51,1
M,F,55503,1,0,Partial High School,Skilled Manual,1,1,48,1
M,M,58314,1,1,Partial College,Skilled Manual,0,1,34,1
S,F,83451,0,0,Partial College,Clerical,1,0,50,1
S,F,32201,0,0,Partial College,Manual,0,1,27,1
M,F,127913,2,0,Bachelors,Professional,1,2,61,1
M,M,54061,2,1,Graduate Degree,Skilled Manual,1,2,42,1
M,M,104893,2,1,Partial College,Management,1,1,42,1
S,F,78507,0,0,Partial College,Clerical,0,2,25,1
M,M,81912,2,1,Bachelors,Clerical,1,3,51,1
M,F,136224,2,1,Graduate Degree,Professional,1,2,68,1
M,M,108775,2,1,Bachelors,Management,1,3,64,1
S,F,51564,0,0,Partial College,Skilled Manual,0,0,28,1
M,F,77300,2,1,Bachelors,Clerical,1,1,43,1
M,M,85757,2,1,Bachelors,Clerical,1,2,40,1
S,M,58319,0,0,High School,Skilled Manual,0,1,42,1
S,F,112944,0,0,Bachelors,Management,0,2,36,1
S,F,53522,0,0,High School,Skilled Manual,1,1,50,1
M,F,57831,2,1,High School,Skilled Manual,1,0,53,1
M,F,83329,2,2,High School,Clerical,1,3,58,1
M,F,61817,2,1,Bachelors,Skilled Manual,1,2,38,1
S,F,54254,0,0,High School,Skilled Manual,0,1,37,1
S,M,110236,0,0,Partial College,Management,1,2,37,1
M,M,57085,2,1,High School,Skilled Manual,1,0,52,1
M,M,86219,2,0,Partial College,Clerical,1,1,47,1
S,M,85084,0,0,Partial College,Clerical,0,1,32,1
S,F,54359,0,0,Graduate Degree,Skilled Manual,0,0,39,1
M,F,52927,0,0,High School,Skilled Manual,0,2,27,1
M,M,30753,1,0,Partial College,Manual,0,1,40,1
M,F,86802,0,0,Bachelors,Clerical,0,0,29,1
M,M,106354,2,0,Graduate Degree,Management,1,1,36,1
S,F,82008,0,0,Graduate Degree,Clerical,0,2,40,1
S,M,53575,0,0,High School,Skilled Manual,0,1,27,1
M,F,55572,2,1,Partial College,Skilled Manual,1,1,64,1
M,M,56098,2,0,Bachelors,Skilled Manual,1,0,47,1
S,M,113175,0,0,Graduate Degree,Management,1,2,37,1
M,M,107108,2,0,Bachelors,Management,1,2,63,1
M,M,83074,2,1,Bachelors,Clerical,1,3,45,1
S,M,85844,0,0,Graduate Degree,Clerical,0,3,32,1
M,F,102149,2,1,Graduate Degree,Management,1,2,65,1
S,F,60264,1,0,Partial College,Skilled Manual,1,2,68,1
S,M,52519,0,0,High School,Skilled Manual,0,1,33,1
M,F,127912,2,2,Graduate Degree,Professional,1,1,46,1
S,M,81638,0,0,Bachelors,Clerical,1,0,46,1
S,F,55858,0,0,High School,Skilled Manual,0,1,40,1
S,F,59476,0,0,Partial College,Skilled Manual,0,2,32,1
M,M,51890,2,0,Bachelors,Skilled Manual,1,1,41,1
M,F,27631,2,1,Partial College,Manual,1,1,56,1
M,F,54554,1,0,Bachelors,Skilled Manual,1,0,45,1
S,F,81254,0,0,Bachelors,Clerical,0,1,28,1
S,F,87222,1,1,Bachelors,Clerical,1,2,67,1
M,F,108240,0,0,Bachelors,Management,1,2,43,1
S,M,136296,0,0,Bachelors,Professional,1,3,40,1
M,M,28972,1,0,Bachelors,Manual,0,1,34,1
S,F,28051,0,0,Partial High School,Manual,0,1,48,1
M,F,83434,2,0,Partial College,Clerical,1,2,52,1
S,M,107650,0,0,Bachelors,Management,0,1,36,1
S,F,56756,0,0,Partial High School,Skilled Manual,0,1,41,1
M,F,35764,0,0,High School,Manual,0,1,26,1
M,F,52204,0,0,High School,Skilled Manual,0,0,25,1
M,F,76863,0,0,Partial College,Clerical,0,0,26,1
S,F,52333,0,0,High School,Skilled Manual,0,2,28,1
M,M,109201,2,1,Bachelors,Management,1,2,36,1
S,M,84645,0,0,High School,Clerical,1,2,48,1
M,F,59663,1,1,Partial High School,Skilled Manual,0,2,33,1
S,F,83613,0,0,Partial College,Clerical,1,0,53,1
S,M,107148,0,0,Bachelors,Management,1,2,41,1
S,M,58103,0,0,Bachelors,Skilled Manual,0,1,38,1
M,M,30949,2,0,High School,Manual,1,1,53,1
S,F,110803,1,0,Bachelors,Management,1,3,66,1
S,F,55501,0,0,High School,Skilled Manual,0,0,25,1
M,M,58782,2,0,High School,Skilled Manual,1,1,48,1
S,F,29685,1,1,Bachelors,Manual,1,0,62,1
M,M,110092,2,1,Graduate Degree,Management,1,0,35,1
S,M,106289,0,0,Partial College,Management,0,3,31,1
M,F,130327,0,0,Bachelors,Professional,1,2,35,1
S,F,56606,0,0,Bachelors,Skilled Manual,0,0,47,1
M,M,55476,2,2,Partial College,Skilled Manual,0,2,36,1
S,M,56184,1,1,High School,Skilled Manual,1,2,58,1
M,M,52218,2,2,Partial High School,Skilled Manual,1,2,60,1
S,F,78867,0,0,Partial College,Clerical,1,1,45,1
S,M,104248,0,0,Graduate Degree,Management,1,2,46,1
S,F,60327,0,0,Partial High School,Skilled Manual,0,1,31,1
M,M,136305,2,1,Bachelors,Professional,1,2,36,1
M,F,108671,2,0,Partial College,Management,1,1,55,1
S,F,52603,0,0,Bachelors,Skilled Manual,0,2,41,1
M,F,79567,0,0,High School,Clerical,0,2,31,1
S,F,33273,0,0,Partial College,Manual,0,0,49,1
M,M,28164,2,1,High School,Manual,1,0,43,1
M,M,107288,3,0,Bachelors,Management,1,3,78,1
M,F,55258,2,1,Partial College,Skilled Manual,1,2,44,1
S,F,31609,0,0,High School,Manual,1,0,55,1
M,M,57933,2,1,High School,Skilled Manual,1,2,49,1
M,M,87878,2,1,Partial College,Clerical,1,1,42,1
S,F,107211,0,0,Partial College,Management,1,3,37,1
M,F,83377,2,1,Partial College,Clerical,1,2,54,1
M,F,108356,1,1,Partial College,Management,1,3,44,1
S,F,108703,0,0,Bachelors,Management,1,1,42,1
M,M,86859,2,1,Bachelors,Clerical,1,2,61,1
S,F,77214,0,0,Partial College,Clerical,1,0,48,1
M,M,53938,0,0,Bachelors,Skilled Manual,0,2,27,1
M,F,79348,1,0,Bachelors,Clerical,1,1,44,1
S,M,85718,0,0,Partial College,Clerical,0,0,29,1
M,M,84708,2,1,High School,Clerical,1,0,50,1
S,F,57783,0,0,High School,Skilled Manual,0,1,25,1
M,F,109025,0,0,Partial College,Management,1,2,31,1
M,M,58182,2,1,Bachelors,Skilled Manual,1,1,52,1
M,F,59768,1,1,Bachelors,Skilled Manual,0,0,34,1
M,M,55064,2,0,Partial High School,Skilled Manual,1,1,50,1
S,M,30445,0,0,Bachelors,Manual,0,1,31,1
M,M,76836,2,1,Partial College,Clerical,1,1,44,1
M,M,138679,2,1,Bachelors,Professional,1,2,35,1
S,M,135196,0,0,Bachelors,Professional,1,1,36,1
M,F,57504,2,0,Bachelors,Skilled Manual,1,1,63,1
M,F,83533,2,1,Graduate Degree,Clerical,1,0,71,1
S,F,110627,1,0,Graduate Degree,Management,1,0,60,1
M,F,28236,0,0,Partial College,Manual,0,0,32,1
S,F,54943,0,0,Partial College,Skilled Manual,0,2,41,1
S,F,59179,0,0,High School,Skilled Manual,0,2,29,1
M,M,55089,2,1,Partial College,Skilled Manual,1,1,39,1
M,M,132242,0,0,Bachelors,Professional,1,2,40,1
S,F,60072,1,0,Bachelors,Skilled Manual,1,1,61,1
M,M,61502,1,0,High School,Skilled Manual,1,2,39,1
M,F,85297,2,0,Graduate Degree,Clerical,1,2,46,1
M,F,131234,2,0,Graduate Degree,Professional,1,3,47,1
S,F,105229,0,0,Bachelors,Management,1,3,44,1
M,F,53610,2,1,Partial College,Skilled Manual,1,2,48,1
M,F,110294,2,0,Bachelors,Management,1,1,41,1
S,M,83420,0,0,Partial College,Clerical,0,2,27,1
S,M,61383,0,0,Partial College,Skilled Manual,1,2,51,1
S,M,135394,0,0,Bachelors,Professional,1,2,37,1
S,M,129667,0,0,Bachelors,Professional,1,1,36,1
S,F,78819,0,0,Partial College,Clerical,0,3,29,1
M,M,85901,0,0,Bachelors,Clerical,0,1,30,1
M,M,111878,2,1,Bachelors,Management,1,2,61,1
S,M,81942,0,0,Bachelors,Clerical,0,2,40,1
M,F,26728,1,0,Bachelors,Manual,0,1,42,1
M,F,25507,2,1,Bachelors,Manual,1,0,58,1
S,F,26383,0,0,Bachelors,Manual,0,0,34,1
S,M,33144,0,0,Bachelors,Manual,0,1,38,1
M,M,77771,1,1,Bachelors,Clerical,1,1,37,1
S,M,79702,1,1,Bachelors,Clerical,1,3,60,1
S,M,26275,0,0,Partial High School,Manual,0,1,34,1
M,F,132122,0,0,Bachelors,Professional,1,3,38,1
M,M,58616,2,0,Bachelors,Skilled Manual,1,1,39,1
S,M,34336,0,0,Partial High School,Manual,0,1,33,1
M,M,80161,0,0,Partial College,Clerical,0,3,32,1
M,F,80331,2,0,Partial College,Clerical,1,2,45,1
S,M,81335,0,0,Bachelors,Clerical,0,1,37,1
S,F,34513,0,0,Graduate Degree,Manual,0,1,35,1
M,M,110958,2,0,Graduate Degree,Management,1,2,68,1
M,F,106266,0,0,Bachelors,Management,1,2,41,1
S,M,52546,0,0,Partial College,Skilled Manual,0,0,37,1
M,M,59740,2,1,Graduate Degree,Skilled Manual,1,1,70,1
S,F,55809,0,0,Partial College,Skilled Manual,1,2,54,1
S,M,54228,0,0,Graduate Degree,Skilled Manual,0,1,38,1
M,M,78234,2,1,Bachelors,Clerical,1,0,59,1
S,F,106367,0,0,Graduate Degree,Management,0,1,34,1
S,M,77593,0,0,Partial College,Clerical,0,1,31,1
S,M,28368,0,0,Partial High School,Manual,0,1,32,1
M,F,30923,2,1,Bachelors,Manual,0,0,37,1
S,M,135736,0,0,Graduate Degree,Professional,1,3,45,1
S,F,55799,0,0,Bachelors,Skilled Manual,0,1,42,1
S,F,51174,0,0,Bachelors,Skilled Manual,0,2,36,1
S,M,58134,1,1,Bachelors,Skilled Manual,1,2,59,1
S,M,52153,0,0,Partial High School,Skilled Manual,0,2,32,1
M,M,55988,2,1,Bachelors,Skilled Manual,1,1,59,1
M,M,34994,2,0,Bachelors,Manual,0,0,40,1
S,F,58960,0,0,High School,Skilled Manual,0,2,41,1
S,F,56236,0,0,Bachelors,Skilled Manual,0,2,29,1
S,F,81195,0,0,Partial College,Clerical,0,0,38,1
S,F,107220,0,0,Bachelors,Management,0,3,31,1
M,M,86497,0,0,Partial College,Clerical,0,3,27,1
M,F,55549,3,0,Bachelors,Skilled Manual,1,1,81,1
M,M,61354,2,0,High School,Skilled Manual,1,2,49,1
S,F,104310,0,0,Graduate Degree,Management,1,3,52,1
M,M,77736,0,0,High School,Clerical,0,0,24,1
M,M,28016,1,0,Graduate Degree,Manual,0,1,33,1
S,F,103489,0,0,Partial College,Management,1,2,56,1
S,F,101855,0,0,Partial College,Management,0,2,33,1
M,M,59813,2,1,Bachelors,Skilled Manual,1,2,59,1
M,M,81691,2,0,Partial College,Clerical,1,1,54,1
M,M,82540,2,1,Graduate Degree,Clerical,1,1,36,1
S,M,25724,0,0,Partial High School,Manual,0,0,28,1
M,F,27861,2,2,Bachelors,Manual,1,1,45,1
M,F,56488,1,1,High School,Skilled Manual,1,1,51,1
S,M,36479,1,0,Partial High School,Manual,1,0,61,1
M,M,112711,1,1,Bachelors,Management,1,1,36,1
S,F,83112,0,0,Partial College,Clerical,1,1,56,1
M,F,110997,0,0,Graduate Degree,Management,1,2,38,1
S,M,81506,0,0,Partial College,Clerical,1,2,46,1
S,M,110165,0,0,Partial College,Management,1,1,43,1
S,M,54814,0,0,Partial High School,Skilled Manual,1,0,55,1
S,F,79709,0,0,Partial College,Clerical,0,1,30,1
S,M,109939,0,0,Partial College,Management,1,3,43,1
M,F,81616,2,1,Bachelors,Clerical,1,1,64,1
S,F,85997,0,0,High School,Clerical,0,2,28,1
M,M,106880,2,0,Bachelors,Management,1,2,45,1
M,F,56670,1,0,Partial College,Skilled Manual,1,2,41,1
M,M,61545,2,0,Partial High School,Skilled Manual,0,1,33,1
M,F,81160,2,2,Graduate Degree,Clerical,1,3,35,1
M,M,53161,2,0,High School,Skilled Manual,1,2,48,1
M,F,131640,1,0,Graduate Degree,Professional,1,0,39,1
M,M,51617,2,1,Partial College,Skilled Manual,1,2,44,1
S,M,77563,1,0,Bachelors,Clerical,1,1,63,1
S,F,102646,1,1,Bachelors,Management,1,1,62,1
M,M,135192,2,1,Graduate Degree,Professional,1,2,45,1
M,M,78750,1,0,Partial College,Clerical,1,3,48,1
S,M,136423,0,0,Graduate Degree,Professional,1,2,36,1
M,F,28929,2,2,Partial College,Manual,1,0,57,1
M,F,58022,0,0,High School,Skilled Manual,0,0,28,1
M,M,26155,0,0,High School,Manual,0,1,27,1
M,F,28277,2,2,Partial High School,Manual,1,1,50,1
S,F,109094,1,0,Bachelors,Management,1,1,63,1
S,M,52440,0,0,Partial High School,Skilled Manual,0,0,34,1
S,F,55578,0,0,Partial High School,Skilled Manual,0,0,34,1
S,F,59626,0,0,Bachelors,Skilled Manual,0,2,41,1
S,F,84137,0,0,Partial College,Clerical,0,0,35,1
M,F,57092,1,0,Graduate Degree,Skilled Manual,0,2,33,1
M,M,103397,0,0,Graduate Degree,Management,1,3,31,1
S,F,55358,0,0,High School,Skilled Manual,0,1,42,1
S,F,83291,0,0,Partial College,Clerical,0,0,31,1
M,M,84705,1,1,Bachelors,Clerical,1,3,40,1
S,M,132146,0,0,Bachelors,Professional,1,0,37,1
M,M,34485,2,1,Partial College,Manual,1,1,46,1
M,M,131926,0,0,Graduate Degree,Professional,1,2,32,1
S,F,54793,0,0,Bachelors,Skilled Manual,0,2,35,1
S,F,28635,0,0,Partial College,Manual,0,0,30,1
S,M,131243,0,0,Graduate Degree,Professional,1,0,46,1
S,F,60176,0,0,High School,Skilled Manual,1,0,56,1
M,F,136061,2,1,Bachelors,Professional,1,3,59,1
S,M,27747,1,0,Partial High School,Manual,1,1,60,1
M,F,55737,1,1,Partial College,Skilled Manual,1,1,43,1
M,M,58999,2,0,High School,Skilled Manual,1,2,57,1
M,M,83375,2,1,Partial College,Clerical,1,3,52,1
M,M,77674,2,0,Partial College,Clerical,1,1,46,1
S,F,61455,0,0,Partial College,Skilled Manual,0,1,27,1
M,F,62010,0,0,Bachelors,Skilled Manual,0,1,27,1
S,F,81886,0,0,Bachelors,Clerical,0,2,33,1
M,M,28687,2,1,High School,Manual,1,1,54,1
S,F,27778,0,0,High School,Manual,0,1,41,1
M,F,58925,1,0,Graduate Degree,Skilled Manual,0,0,36,1
S,M,53536,0,0,Partial High School,Skilled Manual,0,1,31,1
M,M,56435,1,0,High School,Skilled Manual,1,0,53,1
M,M,87397,2,1,Graduate Degree,Clerical,1,0,34,1
S,M,105457,0,0,Bachelors,Management,1,1,42,1
M,F,31332,2,0,High School,Manual,1,1,54,1
M,M,112091,2,0,Graduate Degree,Management,1,1,34,1
S,M,111646,0,0,Graduate Degree,Management,1,1,39,1
S,F,60978,0,0,Partial College,Skilled Manual,0,2,42,1
M,F,29314,1,1,Partial College,Manual,1,0,46,1
S,F,35797,0,0,Graduate Degree,Manual,0,0,40,1
M,M,105278,2,1,Partial College,Management,1,2,59,1
S,M,113454,0,0,Bachelors,Management,0,2,34,1
S,F,58509,0,0,Partial High School,Skilled Manual,0,0,42,1
S,M,86467,0,0,Bachelors,Clerical,0,2,37,1
S,F,133047,1,0,Graduate Degree,Professional,1,2,66,1
M,F,28927,0,0,Partial High School,Manual,0,0,31,1
M,M,105642,1,0,Partial College,Management,1,2,40,1
M,F,80550,0,0,Bachelors,Clerical,0,1,30,1
M,F,108881,2,1,Graduate Degree,Management,1,4,64,1
M,M,79827,2,0,Partial College,Clerical,1,2,52,1
M,F,27599,2,1,Partial High School,Manual,1,1,47,1
S,M,81000,0,0,Partial College,Clerical,1,1,56,1
M,F,110475,2,1,Bachelors,Management,1,3,45,1
M,M,55995,1,1,Graduate Degree,Skilled Manual,0,0,34,1
S,F,85744,0,0,Bachelors,Clerical,1,3,45,1
M,F,131144,2,0,Graduate Degree,Professional,1,1,70,1
M,F,57375,2,2,Partial College,Skilled Manual,1,1,51,1
S,F,79473,0,0,Partial College,Clerical,0,0,36,1
M,M,104599,2,0,Bachelors,Management,1,1,49,1
M,F,76466,2,0,Bachelors,Clerical,1,1,57,1
M,M,84647,2,1,High School,Clerical,1,1,56,1
M,M,110410,1,1,Partial College,Management,1,0,55,1
S,F,51594,0,0,High School,Skilled Manual,0,0,30,1
M,M,59212,1,0,High School,Skilled Manual,1,2,44,1
M,M,55619,0,0,High School,Skilled Manual,0,1,28,1
M,M,56766,1,1,Bachelors,Skilled Manual,0,0,35,1
S,F,78647,0,0,Partial College,Clerical,1,2,52,1
M,F,80206,2,1,Bachelors,Clerical,1,2,46,1
M,F,33284,2,1,Bachelors,Manual,0,0,39,1
M,M,87591,2,1,Bachelors,Clerical,1,1,40,1
M,M,110629,0,0,Bachelors,Management,1,2,31,1
M,F,53122,2,0,Bachelors,Skilled Manual,1,0,38,1
S,M,109975,0,0,Partial College,Management,1,2,49,1
M,M,58439,2,1,Partial College,Skilled Manual,1,1,54,1
S,M,113037,0,0,Partial College,Management,1,1,52,1
S,F,57617,0,0,High School,Skilled Manual,0,1,30,1
M,F,61169,0,0,High School,Skilled Manual,0,2,24,1
S,M,56220,0,0,Bachelors,Skilled Manual,0,0,30,1
S,F,58157,0,0,Graduate Degree,Skilled Manual,1,2,51,1
S,F,80879,0,0,Partial College,Clerical,0,2,30,1
M,M,137094,2,2,Graduate Degree,Professional,1,2,51,1
M,F,81608,2,0,Partial College,Clerical,1,1,54,1
S,F,59033,0,0,Partial College,Skilled Manual,1,2,53,1
S,M,51910,0,0,Bachelors,Skilled Manual,0,1,46,1
M,M,56958,2,0,High School,Skilled Manual,1,1,55,1
M,M,79381,2,0,Partial College,Clerical,1,1,53,1
M,F,85786,2,1,Bachelors,Clerical,1,1,57,1
S,F,58352,0,0,Bachelors,Skilled Manual,0,2,41,1
M,M,79280,2,2,Bachelors,Clerical,1,3,42,1
S,F,61232,0,0,Graduate Degree,Skilled Manual,0,1,47,1
M,M,53053,0,0,Partial High School,Skilled Manual,0,2,32,1
S,M,30951,1,0,High School,Manual,1,0,58,1
M,M,134765,2,0,Graduate Degree,Professional,1,2,39,1
M,F,34394,2,0,Partial High School,Manual,1,0,51,1
S,F,85838,0,0,Partial College,Clerical,0,1,42,1
M,F,56204,2,1,High School,Skilled Manual,1,1,58,1
M,M,103958,2,1,Partial College,Management,1,2,53,1
M,F,58476,2,1,Partial College,Skilled Manual,1,1,45,1
M,F,79626,0,0,Bachelors,Clerical,0,2,27,1
M,F,32752,2,2,Bachelors,Manual,1,1,62,1
M,F,50919,1,1,Graduate Degree,Skilled Manual,0,2,36,1
S,F,86230,0,0,Partial College,Clerical,0,2,29,1
M,M,132864,1,0,Bachelors,Professional,1,1,38,1
S,F,81180,0,0,Partial College,Clerical,0,3,28,1
S,F,60810,1,0,High School,Skilled Manual,1,2,58,1
M,M,62016,2,1,Graduate Degree,Skilled Manual,1,1,66,1
S,F,77816,0,0,Partial College,Clerical,0,3,27,1
M,M,53207,1,0,Partial College,Skilled Manual,1,2,49,1
M,F,32051,2,1,Partial College,Manual,1,1,45,1
M,M,61630,2,1,High School,Skilled Manual,1,1,54,1
M,F,58919,1,1,Bachelors,Skilled Manual,0,1,33,1
S,M,57218,0,0,Bachelors,Skilled Manual,0,1,30,1
S,F,59356,0,0,Partial High School,Skilled Manual,1,1,56,1
M,M,76885,2,1,High School,Clerical,1,2,53,1
M,F,25915,2,0,High School,Manual,1,1,44,1
M,M,132216,2,1,Bachelors,Professional,1,2,34,1
S,M,81816,0,0,High School,Clerical,1,1,50,1
M,F,53855,2,0,Bachelors,Skilled Manual,1,1,51,1
S,M,51867,0,0,Graduate Degree,Skilled Manual,0,1,45,1
M,M,85308,2,1,Partial College,Clerical,1,3,54,1
S,M,29019,0,0,High School,Manual,0,1,31,1
M,F,32362,2,1,Graduate Degree,Manual,1,0,61,1
S,M,57631,0,0,High School,Skilled Manual,0,1,28,1
M,F,132569,2,1,Bachelors,Professional,1,2,43,1
S,M,77335,0,0,Partial College,Clerical,0,2,28,1
S,F,84451,0,0,High School,Clerical,0,3,28,1
S,M,83108,0,0,Partial College,Clerical,0,0,35,1
M,M,32790,2,1,Bachelors,Manual,0,1,42,1
M,F,86612,2,1,High School,Clerical,1,1,52,1
M,M,52916,1,1,Bachelors,Skilled Manual,1,1,40,1
M,F,107251,2,1,Graduate Degree,Management,1,4,70,1
M,F,85305,2,2,Partial College,Clerical,1,2,50,1
M,F,76500,2,1,Partial College,Clerical,1,2,48,1
S,M,132789,0,0,Bachelors,Professional,0,2,26,1
S,F,58838,0,0,Bachelors,Skilled Manual,0,1,43,1
S,F,27628,0,0,Bachelors,Manual,0,1,37,1
M,M,81309,2,2,Bachelors,Clerical,1,1,43,1
M,M,77362,2,2,High School,Clerical,1,0,49,1
M,M,83981,2,1,Partial College,Clerical,1,3,48,1
S,F,56089,0,0,Bachelors,Skilled Manual,0,1,30,1
M,F,105084,2,0,Partial College,Management,1,2,48,1
S,M,137451,0,0,Graduate Degree,Professional,1,3,37,1
M,F,81201,0,0,High School,Clerical,0,2,25,1
S,M,104626,0,0,Partial College,Management,1,2,42,1
M,M,34682,2,0,High School,Manual,1,1,61,1
S,F,78456,0,0,High School,Clerical,1,1,55,1
M,M,33707,1,1,High School,Manual,0,1,40,1
M,M,28058,2,0,Partial High School,Manual,1,1,58,1
M,M,58873,2,0,Partial High School,Skilled Manual,1,1,48,1
S,M,56479,0,0,High School,Skilled Manual,0,1,38,1
S,F,29425,0,0,High School,Manual,0,0,38,1
M,M,81051,0,0,High School,Clerical,0,2,29,1
M,M,61825,1,1,Partial College,Skilled Manual,1,2,42,1
M,F,80396,2,2,Bachelors,Clerical,1,2,61,1
S,F,28195,0,0,Partial High School,Manual,0,1,30,1
S,F,57463,0,0,High School,Skilled Manual,0,1,30,1
S,M,54707,0,0,Bachelors,Skilled Manual,0,2,39,1
S,F,76448,0,0,Partial College,Clerical,0,1,28,1
M,F,29482,2,0,Partial High School,Manual,1,1,54,1
M,M,82551,1,1,Bachelors,Clerical,1,1,42,1
S,M,84863,0,0,Partial College,Clerical,0,1,42,1
M,F,59346,1,0,High School,Skilled Manual,0,0,33,1
S,M,28642,1,1,Partial High School,Manual,1,0,60,1
S,F,107551,0,0,Partial College,Management,1,2,53,1
S,F,57787,0,0,Bachelors,Skilled Manual,0,2,47,1
M,F,51051,0,0,Partial High School,Skilled Manual,0,1,30,1
S,F,52117,0,0,Bachelors,Skilled Manual,0,1,38,1
M,M,31177,2,0,Partial High School,Manual,1,1,54,1
M,M,59145,2,1,High School,Skilled Manual,1,2,47,1
S,M,61355,0,0,High School,Skilled Manual,0,2,34,1
S,F,27986,0,0,High School,Manual,0,0,28,1
S,F,51733,0,0,High School,Skilled Manual,0,1,28,1
S,M,35958,0,0,Partial High School,Manual,0,1,25,1
M,F,58017,2,0,Partial College,Skilled Manual,1,2,49,1
S,M,61327,1,0,Partial College,Skilled Manual,1,0,67,1
M,M,58357,2,0,Graduate Degree,Skilled Manual,1,0,69,1
M,M,86358,2,0,Graduate Degree,Clerical,1,1,68,1
M,F,61802,2,0,High School,Skilled Manual,0,1,34,1
S,F,33144,0,0,High School,Manual,1,0,54,1
M,F,35634,1,1,Partial College,Manual,0,0,32,1
S,M,33386,0,0,Partial College,Manual,0,1,39,1
M,F,60687,2,1,High School,Skilled Manual,1,2,57,1
M,M,81975,2,0,Partial College,Clerical,1,2,69,1
M,F,53355,0,0,High School,Skilled Manual,0,2,29,1
S,M,29186,0,0,Partial High School,Manual,0,0,31,1
S,M,107705,0,0,Bachelors,Management,1,1,41,1
M,M,106801,2,0,Bachelors,Management,1,3,57,1
